Latitude, Longitude, Month, Day, Year, Hour, Minute, Second
3223.414, -7811.063, 02, 18, 2012, 18, 55, 48
3224.626, -7807.839, 02, 18, 2012, 23, 08, 38
3224.973, -7806.346, 02, 19, 2012, 01, 11, 20
3225.260, -7805.136, 02, 19, 2012, 03, 07, 35
3225.637, -7803.907, 02, 19, 2012, 05, 11, 31
3225.891, -7802.885, 02, 19, 2012, 07, 06, 05
3226.239, -7801.750, 02, 19, 2012, 09, 12, 06
3226.685, -7800.859, 02, 19, 2012, 11, 07, 29
3227.193, -7759.754, 02, 19, 2012, 13, 14, 04
3227.518, -7758.818, 02, 19, 2012, 15, 04, 41
3227.857, -7758.025, 02, 19, 2012, 17, 12, 18
3228.256, -7757.353, 02, 19, 2012, 19, 09, 41
3228.723, -7756.644, 02, 19, 2012, 21, 09, 45
3229.332, -7755.881, 02, 19, 2012, 23, 13, 04
3229.332, -7755.881, 02, 19, 2012, 23, 13, 08
3228.988, -7755.089, 02, 20, 2012, 01, 02, 57
3228.833, -7754.676, 02, 20, 2012, 03, 16, 32
3229.943, -7754.138, 02, 20, 2012, 06, 37, 39
3230.383, -7754.096, 02, 20, 2012, 09, 33, 56
3230.383, -7754.096, 02, 20, 2012, 09, 34, 00
3230.228, -7754.767, 02, 20, 2012, 12, 12, 17
3230.280, -7754.833, 02, 20, 2012, 12, 36, 34
3230.204, -7754.896, 02, 20, 2012, 12, 46, 13
3230.240, -7754.885, 02, 20, 2012, 13, 08, 40
3230.278, -7754.842, 02, 20, 2012, 13, 42, 09
3230.278, -7754.842, 02, 20, 2012, 13, 42, 13
3230.865, -7755.054, 02, 20, 2012, 16, 59, 24
3230.865, -7755.054, 02, 20, 2012, 16, 59, 28
3231.556, -7754.999, 02, 20, 2012, 20, 06, 29
3231.556, -7754.999, 02, 20, 2012, 20, 06, 36
3232.438, -7754.435, 02, 21, 2012, 01, 48, 10
3231.618, -7754.414, 02, 21, 2012, 08, 06, 07
3232.218, -7753.990, 02, 21, 2012, 10, 54, 46
3231.983, -7751.900, 02, 21, 2012, 17, 23, 06
3231.059, -7751.106, 02, 21, 2012, 20, 13, 36
3230.524, -7749.770, 02, 21, 2012, 23, 18, 44
3230.276, -7748.308, 02, 22, 2012, 02, 13, 38
3229.687, -7746.020, 02, 22, 2012, 05, 24, 57
3228.957, -7743.872, 02, 22, 2012, 08, 12, 55
3229.096, -7741.597, 02, 22, 2012, 11, 25, 57
3228.745, -7738.821, 02, 22, 2012, 14, 20, 27
3228.411, -7736.226, 02, 22, 2012, 17, 20, 12
3229.632, -7732.699, 02, 22, 2012, 20, 22, 13
3230.410, -7731.252, 02, 22, 2012, 23, 15, 33
3230.410, -7731.252, 02, 22, 2012, 23, 15, 37
3232.759, -7728.220, 02, 23, 2012, 02, 27, 59
3235.083, -7725.751, 02, 23, 2012, 05, 13, 06
3236.014, -7725.690, 02, 23, 2012, 08, 25, 40
3238.260, -7724.403, 02, 23, 2012, 11, 56, 45
3240.725, -7723.798, 02, 23, 2012, 15, 01, 03
3241.428, -7723.922, 02, 23, 2012, 17, 53, 38
3243.077, -7724.146, 02, 23, 2012, 21, 06, 56
3243.077, -7724.146, 02, 23, 2012, 21, 07, 00
3245.224, -7724.328, 02, 23, 2012, 23, 59, 25
3246.997, -7725.851, 02, 24, 2012, 03, 06, 31
3247.905, -7727.188, 02, 24, 2012, 05, 57, 48
3249.029, -7729.516, 02, 24, 2012, 09, 03, 14
3250.195, -7732.010, 02, 24, 2012, 11, 59, 26
3251.125, -7734.416, 02, 24, 2012, 15, 06, 33
3251.125, -7734.416, 02, 24, 2012, 15, 06, 37
3251.578, -7736.352, 02, 24, 2012, 18, 00, 23
3251.578, -7736.352, 02, 24, 2012, 18, 00, 27
3251.972, -7738.809, 02, 24, 2012, 21, 11, 27
3251.619, -7741.781, 02, 25, 2012, 00, 00, 43
3251.619, -7741.781, 02, 25, 2012, 00, 00, 47
3251.035, -7744.026, 02, 25, 2012, 03, 02, 33
3250.762, -7745.659, 02, 25, 2012, 06, 06, 46
3250.436, -7747.135, 02, 25, 2012, 09, 00, 37
3250.012, -7749.245, 02, 25, 2012, 11, 57, 28
3250.114, -7751.111, 02, 25, 2012, 15, 12, 10
3250.268, -7750.960, 02, 25, 2012, 18, 12, 50
3250.623, -7751.496, 02, 25, 2012, 21, 06, 38
3251.034, -7753.235, 02, 26, 2012, 00, 00, 35
3250.938, -7754.710, 02, 26, 2012, 02, 57, 59
3250.938, -7754.710, 02, 26, 2012, 02, 58, 03
3251.080, -7755.628, 02, 26, 2012, 06, 06, 40
3251.733, -7756.732, 02, 26, 2012, 09, 09, 28
3251.815, -7758.681, 02, 26, 2012, 12, 07, 14
3251.696, -7800.199, 02, 26, 2012, 15, 07, 37
3250.952, -7800.567, 02, 26, 2012, 18, 10, 16
3250.761, -7801.312, 02, 26, 2012, 20, 55, 58
3251.220, -7800.975, 02, 27, 2012, 00, 10, 09
3250.857, -7800.813, 02, 27, 2012, 03, 09, 59
3250.913, -7800.899, 02, 27, 2012, 06, 05, 33
3250.850, -7800.934, 02, 27, 2012, 08, 57, 32
3250.910, -7800.428, 02, 27, 2012, 12, 03, 49
3250.204, -7758.796, 02, 27, 2012, 15, 11, 35
3250.204, -7758.796, 02, 27, 2012, 15, 11, 39
3250.402, -7758.684, 02, 27, 2012, 18, 05, 38
3250.402, -7758.684, 02, 27, 2012, 18, 05, 42
3250.783, -7758.232, 02, 27, 2012, 21, 09, 53
3251.480, -7758.516, 02, 28, 2012, 00, 08, 42
3251.956, -7758.546, 02, 28, 2012, 03, 01, 56
3252.498, -7758.681, 02, 28, 2012, 05, 58, 11
3252.762, -7759.407, 02, 28, 2012, 09, 04, 35
3251.531, -7800.005, 02, 28, 2012, 15, 12, 03
3251.698, -7759.767, 02, 28, 2012, 17, 58, 35
3251.761, -7759.351, 02, 28, 2012, 21, 04, 35
3252.390, -7758.105, 02, 29, 2012, 00, 04, 07
3252.979, -7756.989, 02, 29, 2012, 03, 10, 24
3253.605, -7755.519, 02, 29, 2012, 06, 07, 27
3254.436, -7753.801, 02, 29, 2012, 09, 13, 23
3255.292, -7752.217, 02, 29, 2012, 12, 06, 31
3256.499, -7750.603, 02, 29, 2012, 15, 05, 01
3258.366, -7748.660, 02, 29, 2012, 18, 09, 00
3300.280, -7746.792, 02, 29, 2012, 21, 02, 42
3304.726, -7743.844, 03, 01, 2012, 03, 04, 42
3307.118, -7742.873, 03, 01, 2012, 06, 06, 29
3307.118, -7742.873, 03, 01, 2012, 06, 06, 33
3309.107, -7741.927, 03, 01, 2012, 09, 00, 42
3310.775, -7741.590, 03, 01, 2012, 12, 00, 55
3312.709, -7741.491, 03, 01, 2012, 15, 01, 19
3314.986, -7740.460, 03, 01, 2012, 18, 00, 36
3316.202, -7738.443, 03, 01, 2012, 21, 01, 32
3316.774, -7737.291, 03, 02, 2012, 00, 04, 06
3320.307, -7735.061, 03, 02, 2012, 06, 02, 25
3321.861, -7732.986, 03, 02, 2012, 09, 02, 46
3322.773, -7731.505, 03, 02, 2012, 12, 01, 16
3322.641, -7731.802, 03, 02, 2012, 15, 03, 15
3322.799, -7732.118, 03, 02, 2012, 18, 03, 28
3322.528, -7731.610, 03, 02, 2012, 21, 02, 38
3321.036, -7731.917, 03, 03, 2012, 02, 13, 55
3321.801, -7732.751, 03, 03, 2012, 07, 12, 27
3321.801, -7732.751, 03, 03, 2012, 07, 12, 31
3321.512, -7731.441, 03, 03, 2012, 12, 15, 34
3322.133, -7731.420, 03, 03, 2012, 17, 15, 00
3322.762, -7730.004, 03, 03, 2012, 22, 12, 53
3321.994, -7730.414, 03, 04, 2012, 03, 15, 36
3322.813, -7732.603, 03, 04, 2012, 08, 13, 53
3322.813, -7732.603, 03, 04, 2012, 08, 13, 57
3321.459, -7733.853, 03, 04, 2012, 13, 13, 07
3318.941, -7744.404, 03, 04, 2012, 23, 15, 33
3318.244, -7751.627, 03, 05, 2012, 09, 13, 32
3316.918, -7752.960, 03, 05, 2012, 14, 15, 01
3317.002, -7753.949, 03, 05, 2012, 19, 16, 41
3317.992, -7754.155, 03, 06, 2012, 00, 16, 45
3316.794, -7756.281, 03, 06, 2012, 05, 15, 14
3317.867, -7800.833, 03, 06, 2012, 10, 14, 30
3314.490, -7812.734, 03, 07, 2012, 06, 17, 08
3314.490, -7812.734, 03, 07, 2012, 06, 17, 12
3315.382, -7817.115, 03, 07, 2012, 11, 15, 37
3313.509, -7817.762, 03, 07, 2012, 21, 18, 51
3311.979, -7816.386, 03, 08, 2012, 02, 16, 15
3310.260, -7814.603, 03, 08, 2012, 07, 15, 41
3310.565, -7813.669, 03, 08, 2012, 12, 17, 30
3307.291, -7811.244, 03, 08, 2012, 17, 17, 40
3307.562, -7810.411, 03, 08, 2012, 22, 19, 10
3307.392, -7808.804, 03, 09, 2012, 03, 16, 57
3305.858, -7808.318, 03, 09, 2012, 08, 18, 30
3306.205, -7804.059, 03, 09, 2012, 18, 17, 39
3309.040, -7805.230, 03, 09, 2012, 23, 21, 00
3309.040, -7805.230, 03, 09, 2012, 23, 21, 04
3309.035, -7803.323, 03, 10, 2012, 04, 17, 41
3308.491, -7804.706, 03, 10, 2012, 09, 18, 12
3308.798, -7804.932, 03, 10, 2012, 14, 21, 14
3305.856, -7805.619, 03, 10, 2012, 19, 18, 08
3304.935, -7806.848, 03, 11, 2012, 05, 21, 32
3303.283, -7807.486, 03, 11, 2012, 10, 17, 33
3304.029, -7807.364, 03, 11, 2012, 15, 23, 29
3301.006, -7807.210, 03, 11, 2012, 20, 21, 26
3259.851, -7806.952, 03, 12, 2012, 11, 24, 10
3300.011, -7806.272, 03, 12, 2012, 16, 19, 31
3259.869, -7805.762, 03, 13, 2012, 00, 31, 18
3302.775, -7804.032, 03, 13, 2012, 03, 32, 24
3304.036, -7800.617, 03, 13, 2012, 06, 33, 33
3303.772, -7757.792, 03, 13, 2012, 09, 34, 41
3304.978, -7757.129, 03, 13, 2012, 12, 35, 50
3307.508, -7756.025, 03, 13, 2012, 15, 36, 59
3309.016, -7753.194, 03, 13, 2012, 18, 38, 07
3310.059, -7750.763, 03, 13, 2012, 22, 11, 40
3316.041, -7748.787, 03, 14, 2012, 04, 15, 12
3317.945, -7744.690, 03, 14, 2012, 07, 16, 21
3318.092, -7740.416, 03, 14, 2012, 10, 17, 30
3318.601, -7737.926, 03, 14, 2012, 13, 18, 40
3320.231, -7735.246, 03, 14, 2012, 16, 19, 53
3320.459, -7734.591, 03, 14, 2012, 16, 51, 00
3320.650, -7733.796, 03, 14, 2012, 17, 24, 29
3320.770, -7733.006, 03, 14, 2012, 17, 55, 32
3320.802, -7732.165, 03, 14, 2012, 18, 26, 48
3320.776, -7731.269, 03, 14, 2012, 18, 57, 55
