Latitude, Longitude, Month, Day, Year, Hour, Minute, Second
3251.199, -7801.125, 02, 04, 2012, 13, 53, 58
3251.243, -7800.643, 02, 04, 2012, 15, 57, 31
3251.260, -7800.824, 02, 04, 2012, 17, 54, 44
3251.077, -7800.497, 02, 04, 2012, 20, 00, 00
3251.245, -7800.889, 02, 05, 2012, 04, 01, 01
3251.074, -7800.642, 02, 05, 2012, 06, 05, 59
3250.996, -7800.662, 02, 05, 2012, 09, 57, 54
3251.115, -7800.358, 02, 05, 2012, 11, 58, 25
3250.776, -7759.635, 02, 05, 2012, 14, 04, 32
3250.780, -7800.724, 02, 05, 2012, 15, 55, 27
3250.780, -7800.724, 02, 05, 2012, 15, 55, 31
3251.202, -7800.764, 02, 05, 2012, 18, 05, 26
3250.861, -7800.980, 02, 05, 2012, 20, 04, 28
3251.088, -7800.917, 02, 05, 2012, 22, 02, 27
3250.920, -7801.386, 02, 06, 2012, 00, 09, 49
3250.791, -7801.602, 02, 06, 2012, 02, 02, 28
3250.715, -7801.762, 02, 06, 2012, 04, 00, 32
3249.588, -7801.886, 02, 06, 2012, 16, 33, 43
3249.429, -7802.675, 02, 06, 2012, 19, 27, 29
3249.133, -7803.692, 02, 06, 2012, 22, 33, 32
3248.707, -7804.333, 02, 07, 2012, 01, 32, 06
3248.640, -7805.011, 02, 07, 2012, 04, 32, 01
3247.646, -7806.943, 02, 07, 2012, 10, 29, 23
3246.854, -7807.832, 02, 07, 2012, 13, 31, 59
3246.008, -7808.930, 02, 07, 2012, 16, 26, 22
3246.008, -7808.930, 02, 07, 2012, 16, 26, 25
3245.198, -7810.550, 02, 07, 2012, 19, 32, 31
3244.934, -7812.010, 02, 07, 2012, 22, 40, 34
3244.228, -7813.171, 02, 08, 2012, 01, 26, 57
3244.228, -7813.171, 02, 08, 2012, 01, 27, 01
3242.628, -7815.778, 02, 08, 2012, 07, 34, 53
3242.195, -7817.727, 02, 08, 2012, 10, 38, 52
3241.478, -7819.642, 02, 08, 2012, 13, 27, 28
3240.576, -7821.149, 02, 08, 2012, 16, 28, 54
3239.185, -7823.723, 02, 08, 2012, 19, 28, 13
3238.423, -7826.152, 02, 08, 2012, 22, 30, 36
3235.495, -7828.698, 02, 09, 2012, 02, 59, 02
3235.495, -7828.698, 02, 09, 2012, 02, 59, 06
3230.588, -7830.495, 02, 09, 2012, 07, 14, 38
3228.391, -7831.400, 02, 09, 2012, 10, 09, 37
3228.270, -7831.572, 02, 09, 2012, 10, 20, 00
3226.871, -7832.364, 02, 09, 2012, 13, 42, 49
3224.106, -7833.614, 02, 09, 2012, 17, 04, 31
3223.705, -7834.384, 02, 09, 2012, 17, 50, 34
3221.139, -7835.695, 02, 09, 2012, 21, 07, 26
3220.886, -7835.795, 02, 10, 2012, 00, 14, 52
3220.886, -7835.795, 02, 10, 2012, 00, 14, 56
3220.515, -7836.271, 02, 10, 2012, 00, 41, 57
3220.536, -7836.521, 02, 10, 2012, 04, 02, 38
3220.520, -7836.236, 02, 10, 2012, 07, 03, 53
3220.754, -7835.410, 02, 10, 2012, 09, 52, 16
3220.861, -7835.553, 02, 10, 2012, 10, 17, 06
3220.769, -7834.831, 02, 10, 2012, 14, 31, 40
3220.939, -7833.806, 02, 10, 2012, 18, 32, 38
3221.126, -7833.913, 02, 10, 2012, 19, 01, 27
3221.298, -7832.599, 02, 10, 2012, 23, 18, 08
3223.841, -7830.636, 02, 11, 2012, 08, 11, 34
3225.226, -7831.057, 02, 11, 2012, 16, 00, 38
3225.920, -7830.537, 02, 11, 2012, 20, 10, 33
3226.127, -7830.389, 02, 12, 2012, 00, 44, 28
3225.907, -7830.339, 02, 12, 2012, 04, 52, 32
3224.839, -7830.514, 02, 12, 2012, 05, 27, 25
3224.159, -7830.894, 02, 12, 2012, 06, 05, 51
3223.786, -7831.121, 02, 12, 2012, 06, 36, 04
3224.098, -7831.080, 02, 12, 2012, 10, 44, 59
3224.582, -7832.046, 02, 12, 2012, 14, 52, 21
3224.582, -7832.046, 02, 12, 2012, 14, 52, 25
3225.336, -7833.036, 02, 12, 2012, 19, 10, 36
3225.336, -7833.036, 02, 12, 2012, 19, 10, 40
3224.729, -7835.358, 02, 13, 2012, 03, 25, 17
3225.374, -7835.874, 02, 13, 2012, 07, 32, 28
3225.374, -7835.874, 02, 13, 2012, 07, 32, 32
3225.218, -7835.988, 02, 13, 2012, 11, 35, 36
3225.347, -7836.926, 02, 13, 2012, 15, 29, 43
3226.056, -7839.067, 02, 13, 2012, 19, 33, 13
3225.316, -7838.852, 02, 13, 2012, 23, 51, 12
3226.319, -7842.062, 02, 14, 2012, 03, 52, 38
3227.586, -7843.922, 02, 14, 2012, 07, 49, 02
3228.964, -7845.053, 02, 14, 2012, 11, 43, 21
3228.964, -7845.053, 02, 14, 2012, 11, 43, 44
3228.957, -7845.031, 02, 14, 2012, 11, 57, 05
3228.606, -7844.822, 02, 14, 2012, 12, 36, 05
3228.553, -7844.787, 02, 14, 2012, 12, 54, 15
3228.288, -7844.741, 02, 14, 2012, 13, 28, 46
