Latitude, Longitude, Month, Day, Year, Hour, Minute, Second
 3257.515, -7809.945,   02, 19, 2012,  12,  36,  51 
 3257.219, -7810.151,   02, 19, 2012,  14,  35,  29 
 3256.811, -7810.138,   02, 19, 2012,  16,  36,  21 
 3256.393, -7810.196,   02, 19, 2012,  18,  39,  06 
 3256.661, -7807.995,   02, 20, 2012,  00,  37,  26 
 3256.216, -7807.467,   02, 20, 2012,  04,  42,  44 
 3256.472, -7807.057,   02, 20, 2012,  06,  40,  29 
 3256.812, -7808.451,   02, 20, 2012,  08,  40,  38 
 3257.840, -7809.006,   02, 20, 2012,  10,  37,  27 
 3257.746, -7809.278,   02, 20, 2012,  12,  40,  02 
 3256.994, -7809.316,   02, 20, 2012,  14,  40,  29 
 3256.300, -7809.771,   02, 20, 2012,  16,  41,  09 
 3256.063, -7810.009,   02, 20, 2012,  18,  42,  49 
 3256.769, -7811.033,   02, 20, 2012,  22,  37,  50 
 3256.696, -7811.902,   02, 21, 2012,  02,  42,  32 
 3256.212, -7812.519,   02, 21, 2012,  04,  41,  31 
 3255.648, -7814.449,   02, 21, 2012,  08,  06,  53 
 3256.814, -7815.839,   02, 21, 2012,  11,  05,  20 
 3255.960, -7815.151,   02, 21, 2012,  14,  05,  30 
 3255.240, -7816.308,   02, 21, 2012,  17,  08,  05 
 3255.858, -7818.152,   02, 21, 2012,  20,  05,  21 
 3255.880, -7819.562,   02, 21, 2012,  23,  05,  34 
 3254.984, -7819.074,   02, 22, 2012,  02,  05,  24 
 3255.086, -7819.566,   02, 22, 2012,  05,  07,  53 
 3255.015, -7819.380,   02, 22, 2012,  08,  08,  55 
 3255.725, -7820.969,   02, 22, 2012,  11,  06,  53 
 3257.006, -7820.952,   02, 22, 2012,  14,  07,  34 
 3257.957, -7818.077,   02, 22, 2012,  17,  06,  37 
 3259.225, -7816.667,   02, 22, 2012,  20,  06,  28 
 3300.460, -7817.442,   02, 22, 2012,  23,  05,  07 
 3302.175, -7814.746,   02, 23, 2012,  02,  06,  48 
 3302.623, -7811.864,   02, 23, 2012,  05,  08,  29 
 3303.640, -7811.368,   02, 23, 2012,  11,  05,  58 
 3305.428, -7810.528,   02, 23, 2012,  14,  05,  56 
 3305.371, -7808.804,   02, 23, 2012,  17,  08,  10 
 3305.368, -7808.724,   02, 23, 2012,  20,  09,  29 
 3307.443, -7809.386,   02, 23, 2012,  23,  06,  50 
 3309.104, -7808.751,   02, 24, 2012,  02,  07,  53 
 3309.104, -7808.751,   02, 24, 2012,  02,  08,  07 
 3309.232, -7807.382,   02, 24, 2012,  05,  09,  44 
 3309.232, -7807.669,   02, 24, 2012,  08,  07,  51 
 3310.149, -7808.963,   02, 24, 2012,  11,  06,  18 
 3311.449, -7809.228,   02, 24, 2012,  14,  07,  38 
 3311.371, -7808.180,   02, 24, 2012,  17,  09,  47 
 3310.874, -7807.980,   02, 24, 2012,  20,  09,  52 
 3311.997, -7808.917,   02, 24, 2012,  23,  10,  57 
 3313.312, -7808.264,   02, 25, 2012,  02,  10,  13 
 3313.157, -7806.326,   02, 25, 2012,  05,  10,  31 
 3312.573, -7804.626,   02, 25, 2012,  08,  10,  52 
 3313.784, -7804.812,   02, 25, 2012,  14,  11,  00 
 3313.350, -7803.648,   02, 25, 2012,  17,  08,  07 
 3312.248, -7803.595,   02, 25, 2012,  20,  10,  11 
 3312.190, -7804.484,   02, 25, 2012,  23,  10,  56 
 3312.329, -7804.136,   02, 26, 2012,  02,  12,  58 
 3312.241, -7803.883,   02, 26, 2012,  05,  08,  16 
 3311.033, -7804.299,   02, 26, 2012,  08,  11,  37 
 3310.032, -7805.993,   02, 26, 2012,  11,  08,  56 
 3309.657, -7806.853,   02, 26, 2012,  14,  12,  20 
 3308.162, -7807.242,   02, 26, 2012,  17,  08,  15 
 3306.697, -7806.317,   02, 26, 2012,  20,  09,  29 
 3306.255, -7806.772,   02, 26, 2012,  23,  09,  24 
 3306.150, -7807.761,   02, 27, 2012,  02,  12,  26 
 3305.598, -7809.195,   02, 27, 2012,  05,  12,  58 
 3303.947, -7808.620,   02, 27, 2012,  08,  11,  20 
 3304.260, -7808.884,   02, 27, 2012,  14,  12,  12 
 3303.452, -7809.333,   02, 27, 2012,  17,  11,  34 
 3301.609, -7807.500,   02, 27, 2012,  23,  11,  30 
 3301.670, -7808.379,   02, 28, 2012,  02,  12,  22 
 3301.875, -7808.247,   02, 28, 2012,  05,  13,  08 
 3300.437, -7807.554,   02, 28, 2012,  11,  11,  49 
 3259.735, -7807.921,   02, 28, 2012,  14,  11,  49 
 3258.751, -7808.207,   02, 28, 2012,  17,  15,  26 
 3257.620, -7807.137,   02, 28, 2012,  20,  13,  25 
 3257.620, -7807.137,   02, 28, 2012,  20,  13,  34 
 3255.972, -7806.552,   02, 28, 2012,  23,  15,  04 
 3255.793, -7802.561,   02, 29, 2012,  05,  17,  16 
 3255.793, -7802.561,   02, 29, 2012,  05,  17,  25 
 3256.401, -7759.837,   02, 29, 2012,  08,  13,  30 
 3257.167, -7756.413,   02, 29, 2012,  11,  15,  27 
 3259.041, -7755.023,   02, 29, 2012,  14,  14,  22 
 3300.590, -7754.161,   02, 29, 2012,  17,  20,  47 
 3301.241, -7754.115,   02, 29, 2012,  20,  19,  26 
 3301.199, -7753.918,   02, 29, 2012,  23,  15,  45 
 3301.692, -7753.308,   03, 01, 2012,  02,  21,  23 
 3302.664, -7752.166,   03, 01, 2012,  05,  15,  10 
 3303.615, -7750.516,   03, 01, 2012,  08,  21,  06 
 3304.247, -7748.856,   03, 01, 2012,  11,  19,  58 
 3305.355, -7747.262,   03, 01, 2012,  14,  14,  48 
 3307.131, -7745.222,   03, 01, 2012,  17,  15,  49 
 3308.383, -7742.218,   03, 01, 2012,  20,  17,  16 
 3309.008, -7739.763,   03, 01, 2012,  23,  16,  42 
 3309.900, -7738.028,   03, 02, 2012,  02,  18,  59 
 3313.110, -7727.706,   03, 02, 2012,  11,  13,  40 
 3313.866, -7724.086,   03, 02, 2012,  14,  17,  53 
 3316.407, -7716.311,   03, 02, 2012,  20,  16,  29 
 3319.102, -7710.869,   03, 03, 2012,  01,  32,  31 
 3322.463, -7708.681,   03, 03, 2012,  06,  24,  51 
 3323.176, -7708.038,   03, 03, 2012,  11,  28,  20 
 3324.908, -7706.628,   03, 03, 2012,  16,  26,  36 
 3326.803, -7703.721,   03, 03, 2012,  21,  31,  25 
 3327.980, -7700.544,   03, 04, 2012,  02,  25,  20 
 3330.554, -7656.993,   03, 04, 2012,  07,  25,  55 
 3332.330, -7653.034,   03, 04, 2012,  12,  33,  52 
 3333.576, -7650.372,   03, 04, 2012,  17,  29,  43 
 3335.554, -7650.309,   03, 04, 2012,  22,  25,  26 
 3335.132, -7651.506,   03, 05, 2012,  08,  26,  43 
 3334.559, -7653.153,   03, 05, 2012,  13,  29,  28 
 3333.915, -7654.383,   03, 05, 2012,  18,  33,  25 
 3334.142, -7653.374,   03, 05, 2012,  19,  33,  15 
 3334.404, -7651.178,   03, 05, 2012,  21,  23,  33 
 3334.658, -7650.084,   03, 05, 2012,  23,  32,  53 
 3339.094, -7645.697,   03, 06, 2012,  09,  49,  26 
 3347.184, -7629.620,   03, 06, 2012,  19,  49,  13 
 3354.124, -7624.281,   03, 07, 2012,  00,  51,  45 
 3357.031, -7622.721,   03, 07, 2012,  05,  43,  53 
 3359.707, -7622.886,   03, 07, 2012,  10,  47,  56 
 3359.584, -7622.008,   03, 07, 2012,  15,  46,  02 
 3400.684, -7619.954,   03, 07, 2012,  20,  42,  24 
 3405.499, -7613.371,   03, 08, 2012,  01,  50,  56 
 3407.259, -7610.907,   03, 08, 2012,  04,  03,  21 
 3409.339, -7609.098,   03, 08, 2012,  06,  02,  46 
 3411.847, -7607.545,   03, 08, 2012,  08,  04,  39 
 3411.847, -7607.545,   03, 08, 2012,  08,  04,  43 
 3414.220, -7606.037,   03, 08, 2012,  10,  07,  54 
 3416.593, -7603.877,   03, 08, 2012,  12,  00,  45 
 3417.254, -7603.120,   03, 08, 2012,  12,  29,  11 
 3417.640, -7602.684,   03, 08, 2012,  12,  39,  29 
 3418.772, -7601.449,   03, 08, 2012,  13,  12,  11 
 3419.173, -7601.004,   03, 08, 2012,  13,  22,  01 
 3419.516, -7600.620,   03, 08, 2012,  13,  30,  29 
 3419.842, -7600.238,   03, 08, 2012,  13,  38,  33 
 3420.866, -7559.112,   03, 08, 2012,  14,  03,  30 
 3421.252, -7558.690,   03, 08, 2012,  14,  12,  56 
 3421.576, -7558.328,   03, 08, 2012,  14,  20,  47 
 3421.899, -7557.967,   03, 08, 2012,  14,  28,  43 
 3422.095, -7557.747,   03, 08, 2012,  14,  33,  32 
